address,elementary_school_link,elementary_school_name,elementary_school_rating,estimated_monthly_cost,high_school_link,high_school_name,high_school_rating,hoa_fees,home_details_link,listing_provider_name,listing_provider_phone,middle_school_link,middle_school_name,middle_school_rating,number_of_bathrooms,number_of_bedrooms,price,property_taxes_last_year,property_taxes_monthly,sqft,type,zestimate_rent_price,zestimate_sell_price
"Apartment for sale, 3141 12th St, Astoria, NY 11106, $3,250,000",,,,,,,,,https://www.zillow.com/homedetails/3141-12th-St-Astoria-NY-11106/31937041_zpid/,,,,,,9,8,"$3,250,000",,,"2,846",Apartment for sale,,
"Co-op for sale, 1423 31st Ave APT 3B, Astoria, NY 11106, $549,000",https://www.greatschools.org/school?id=02559&state=NY,Ps 171 Peter G Van Alst,2,"$3,389",https://www.greatschools.org/school?id=02424&state=NY,Albert Shanker School For Visual And Performing Ar,2,$700/mo,https://www.zillow.com/homedetails/1423-31st-Ave-APT-3B-Astoria-NY-11106/245381341_zpid/,Minas Styponias,(646) 530-3224,https://www.greatschools.org/school?id=02424&state=NY,Albert Shanker School For Visual And Performing Ar,6,1,1,"$549,000","$128,400",$384/mo,"28,704",Co-op for sale,"$2,200","$522,318"
"Apartment for rent, 21-57 33rd St # 5H, Astoria, NY 11105, $2,250/mo",,,,,,,,,https://www.zillow.com/homedetails/21-57-33rd-St-5H-Astoria-NY-11105/245455121_zpid/,,,,,,1,2,"$2,250/mo",,,"430,000",Apartment for rent,,
"Apartment for rent, 7807 164th St, Flushing, NY 11366, $2,300/mo",https://www.greatschools.org/school?id=02512&state=NY,Ps 154,7,,https://www.greatschools.org/school?id=08319&state=NY,Queens School Of Inquiry,,,https://www.zillow.com/homedetails/7807-164th-St-Flushing-NY-11366/32075716_zpid/,(516) 426-2818,,https://www.greatschools.org/school?id=08319&state=NY,Queens School Of Inquiry,6,1.5,2,"$2,300/mo","$6,149",,"1,672",Apartment for rent,,"$2,250/mo"
"Apartment for rent, 2814 31st St APT 303, Astoria, NY 11102, $2,400/mo",https://www.greatschools.org/school?id=02074&state=NY,Ps 17 Henry David Thoreau,4,,https://www.greatschools.org/school?id=02424&state=NY,Albert Shanker School For Visual And Performing Ar,3,,https://www.zillow.com/homedetails/2814-31st-St-APT-303-Astoria-NY-11102/2096814896_zpid/,Andi Malo,Source: StreetEasy,https://www.greatschools.org/school?id=02424&state=NY,Albert Shanker School For Visual And Performing Ar,6,1,2,"$2,400/mo",,,--,Apartment for rent,,"$2,250/mo"
"Apartment for sale, 21527 Hollis Ave, Jamaica, NY 11429, $869,000",https://www.greatschools.org/school?id=02135&state=NY,Ps 34 John Harvard,6,"$4,176",https://www.greatschools.org/school?id=02373&state=NY,Jean Nuzzi Intermediate School,3,$0/mo,https://www.zillow.com/homedetails/21527-Hollis-Ave-Jamaica-NY-11429/32161019_zpid/,Karen Inglima,(516) 873-7100,https://www.greatschools.org/school?id=02373&state=NY,Jean Nuzzi Intermediate School,6,8,6,"$869,000","$7,663",$608/mo,"2,340",Apartment for sale,"$2,500","$782,381"
"House for sale, 2147 Butler Ave, Flushing, NY 11385, $999,000",https://www.greatschools.org/school?id=02263&state=NY,Ps 71 Forest,5,"$4,936",https://www.greatschools.org/school?id=02322&state=NY,Is 93 Ridgewood,2,$0/mo,https://www.zillow.com/homedetails/2147-Butler-Ave-Flushing-NY-11385/32006968_zpid/,Jonathan Lib,(347) 589-4811,https://www.greatschools.org/school?id=02322&state=NY,Is 93 Ridgewood,7,3,4,"$999,000","$5,097",$699/mo,"1,944",House for sale,"$2,300","$961,080"
"Apartment for rent, 3322 29th St APT A3, Astoria, NY 11106, $1,650/mo",https://www.greatschools.org/school?id=02548&state=NY,Ps 166 Henry Gradstein,8,,https://www.greatschools.org/school?id=02633&state=NY,Is 204 Oliver W Holmes,2,,https://www.zillow.com/homedetails/3322-29th-St-APT-A3-Astoria-NY-11106/2106378659_zpid/,Alexiou Realty,Source: StreetEasy,https://www.greatschools.org/school?id=02633&state=NY,Is 204 Oliver W Holmes,5,1,1,"$1,650/mo",,,--,Apartment for rent,,"$1,975/mo"
"Apartment for rent, 8357 118th St APT 2L, Kew Gardens, NY 11415, $1,750/mo",https://www.greatschools.org/school?id=01923&state=NY,Ps 51,NA,,https://www.greatschools.org/school?id=07039&state=NY,Ms 137 America S School Of Heroes,3,,https://www.zillow.com/homedetails/8357-118th-St-APT-2L-Kew-Gardens-NY-11415/2081455396_zpid/,Contact Realty,,https://www.greatschools.org/school?id=07039&state=NY,Ms 137 America S School Of Heroes,7,1,1,"$1,750/mo",,,800,Apartment for rent,,
"Apartment for sale, 2248 92nd St, Flushing, NY 11369, $950,000",https://www.greatschools.org/school?id=18105&state=NY,East Elmhurst Community School,8,"$4,694",https://www.greatschools.org/school?id=02485&state=NY,Is 145 Joseph Pulitzer,3,$0/mo,https://www.zillow.com/homedetails/2248-92nd-St-Flushing-NY-11369/31951988_zpid/,Jim Pappas,(718) 478-4545,https://www.greatschools.org/school?id=02485&state=NY,Is 145 Joseph Pulitzer,8,2,4,"$950,000","$6,579",$665/mo,"1,700",Apartment for sale,"$2,200/mo","$910,650"
"Apartment for sale, 5879 57th Rd, Flushing, NY 11378, $949,000",https://www.greatschools.org/school?id=02509&state=NY,Ps 153 Maspeth,7,"$4,689",https://www.greatschools.org/school?id=02322&state=NY,Is 93 Ridgewood,3,$0/mo,https://www.zillow.com/homedetails/5879-57th-Rd-Flushing-NY-11378/31986236_zpid/,Siyi Wen,(718) 899-7000,https://www.greatschools.org/school?id=02322&state=NY,Is 93 Ridgewood,7,3,5,"$949,000","$5,656",$664/mo,"1,400",Apartment for sale,"$2,215","$930,175"
"Co-op for sale, 22014 73rd Ave, Bayside, NY 11364, $395,000",https://www.greatschools.org/school?id=02637&state=NY,Ps 205 Alexander Graham Bell,10,"$1,935",https://www.greatschools.org/school?id=02272&state=NY,Jhs 74 Nathaniel Hawthorne,5,$0/mo,https://www.zillow.com/homedetails/22014-73rd-Ave-Bayside-NY-11364/2081468948_zpid/,Dylan Bugallio,(718) 475-2700,https://www.greatschools.org/school?id=02272&state=NY,Jhs 74 Nathaniel Hawthorne,9,1,2,"$395,000",,$277/mo,--,Co-op for sale,,"$381,379"
"Co-op for sale, 76-35 113th St APT 2A, Forest Hills, NY 11375, $495,000",https://www.greatschools.org/school?id=02613&state=NY,Ps 196 Grand Central Parkway,10,"$3,444",https://www.greatschools.org/school?id=02523&state=NY,Jhs 157 Stephen A Halsey,3,"$1,019/mo",https://www.zillow.com/homedetails/76-35-113th-St-APT-2A-Forest-Hills-NY-11375/219855289_zpid/,Susanne Gutermuth,(718) 670-0919,https://www.greatschools.org/school?id=02523&state=NY,Jhs 157 Stephen A Halsey,9,1,2,"$495,000",,$347/mo,"1,100",Co-op for sale,"$2,250/mo","$486,734"
"House for sale, 144-23 68th Ave, Flushing, NY 11367, $849,000",https://www.greatschools.org/school?id=02664&state=NY,Ps 219 Paul Klapper,8,"$4,079",https://www.greatschools.org/school?id=02008&state=NY,John Bowne High School,,$0/mo,https://www.zillow.com/homedetails/144-23-68th-Ave-Flushing-NY-11367/32066439_zpid/,Shlomo Meirov,(718) 831-2891,https://www.greatschools.org/school?id=02008&state=NY,John Bowne High School,3,2,3,"$849,000","$5,517",$594/mo,"1,224",House for sale,"$2,500","$818,156"
"House for sale, 5716 224th St, Flushing, NY 11364, $998,000",https://www.greatschools.org/school?id=02632&state=NY,Ps 203 Oakland Gardens,10,"$4,931",https://www.greatschools.org/school?id=02524&state=NY,Ms 158 Marie Curie,5,$0/mo,https://www.zillow.com/homedetails/5716-224th-St-Flushing-NY-11364/32086311_zpid/,Hantha Seo,(718) 939-9500,https://www.greatschools.org/school?id=02524&state=NY,Ms 158 Marie Curie,9,4,3,"$998,000","$9,300",$699/mo,"1,900",House for sale,"$2,600/mo","$955,768"
"Co-op for sale, 6532 223rd Pl # A, Bayside, NY 11364, $388,888",,,,,,,,,https://www.zillow.com/homedetails/6532-223rd-Pl-A-Bayside-NY-11364/2081466693_zpid/,,,,,,1,3,"$388,888",,,--,Co-op for sale,,
"Co-op for sale, 141-33 79th Ave APT 3C, Flushing, NY 11367, $310,000",https://www.greatschools.org/school?id=02543&state=NY,Ps 164 Queens Valley,8,"$2,333",https://www.greatschools.org/school?id=08981&state=NY,North Queens Community High School,,$814/mo,https://www.zillow.com/homedetails/141-33-79th-Ave-APT-3C-Flushing-NY-11367/72650943_zpid/,Thomas Song,(718) 206-1340,https://www.greatschools.org/school?id=08981&state=NY,North Queens Community High School,2,1,1,"$310,000",--,$217/mo,860,Co-op for sale,"$1,900/mo","$298,536"
"For sale by owner, 9008 51st Ave APT 2B, Flushing, NY 11373, $460,000",https://www.greatschools.org/school?id=02062&state=NY,Ps 13 Clement C Moore,5,"$2,433",https://www.greatschools.org/school?id=02271&state=NY,Is 73 The Frank Sansivieri Intermediate School,3,$180/mo,https://www.zillow.com/homedetails/9008-51st-Ave-APT-2B-Flushing-NY-11373/31972604_zpid/,Patti Luo,(917) 331-7611,https://www.greatschools.org/school?id=02271&state=NY,Is 73 The Frank Sansivieri Intermediate School,8,1,1,"$460,000","$5,605",$322/mo,495,For sale by owner,"$1,930/mo","$342,851"
"Apartment for sale, 7004 Roosevelt Ave, Jackson Heights, NY 11372, $2,400,000",https://www.greatschools.org/school?id=02922&state=NY,Ps 12 James B Colgate,6,"$11,859",https://www.greatschools.org/school?id=02422&state=NY,Is 125 Thomas J Mccann Woodside,3,$0/mo,https://www.zillow.com/homedetails/7004-Roosevelt-Ave-Jackson-Heights-NY-11372/2111052291_zpid/,Deepak Hemrajani,(516) 412-6363,https://www.greatschools.org/school?id=02422&state=NY,Is 125 Thomas J Mccann Woodside,8,4,4,"$2,400,000",,"$1,680/mo",--,Apartment for sale,"$2,500/mo","$2,262,224"
"For sale by owner, 7445 Yellowstone Blvd APT 2B, Rego Park, NY 11374, $395,000",https://www.greatschools.org/school?id=02481&state=NY,Ps 144 Col Jeromus Remsen,8,"$2,641",https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,5,$706/mo,https://www.zillow.com/homedetails/7445-Yellowstone-Blvd-APT-2B-Rego-Park-NY-11374/245403412_zpid/,(347) 260-9183,,https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,8,1,2,"$395,000","$257,418",$277/mo,750,For sale by owner,"$1,950","$240,747"
"Foreclosure, 8871 Eldert Ln, Jamaica, NY 11421, $549,900",https://www.greatschools.org/school?id=02232&state=NY,Ps 60 Woodhaven,5,"$2,694",https://www.greatschools.org/school?id=02648&state=NY,Jhs 210 Elizabeth Blackwell,3,$0/mo,https://www.zillow.com/homedetails/8871-Eldert-Ln-Jamaica-NY-11421/32107122_zpid/,Brian Silvestry,(347) 451-5854,https://www.greatschools.org/school?id=02648&state=NY,Jhs 210 Elizabeth Blackwell,5,2,5,"$549,900","$4,965",$385/mo,"1,444",Foreclosure,"$2,200/mo","$738,662"
"Apartment for sale, 10227 Corona Ave, Flushing, NY 11368, $1,359,999",https://www.greatschools.org/school?id=06342&state=NY,P.S. 16 the Nancy Debenedittis School,4,"$6,720",https://www.greatschools.org/school?id=02236&state=NY,Is 61 Leonardo Da Vinci,3,$0/mo,https://www.zillow.com/homedetails/10227-Corona-Ave-Flushing-NY-11368/31975511_zpid/,Xue Xie,(718) 899-7000,https://www.greatschools.org/school?id=02236&state=NY,Is 61 Leonardo Da Vinci,5,3,8,"$1,359,999","$8,482",$952/mo,"2,720",Apartment for sale,"$2,399","$1,292,071"
"Apartment for sale, 21-37 33rd St # 1G, Astoria, NY 11105, $370,000",https://www.greatschools.org/school?id=02300&state=NY,Ps 85 Judge Charles Vallone,8,"$2,598",https://www.greatschools.org/school?id=02472&state=NY,Is 141 The Steinway,2,$786/mo,https://www.zillow.com/homedetails/21-37-33rd-St-1G-Astoria-NY-11105/245475864_zpid/,Jennylee Marcelin,(646) 434-9508,https://www.greatschools.org/school?id=02472&state=NY,Is 141 The Steinway,9,1,1,"$370,000","$1,867,944",$259/mo,"430,000",Apartment for sale,"$2,200",
"Apartment for sale, 15528 Cherry Ave, Flushing, NY 11355, $1,388,000",https://www.greatschools.org/school?id=02094&state=NY,Ps 22 Thomas Jefferson,8,"$6,858",https://www.greatschools.org/school?id=02596&state=NY,Jhs 189 Daniel Carter Beard,2,$0/mo,https://www.zillow.com/homedetails/15528-Cherry-Ave-Flushing-NY-11355/32046785_zpid/,Anne Yi,(347) 542-3105,https://www.greatschools.org/school?id=02596&state=NY,Jhs 189 Daniel Carter Beard,8,3,5,"$1,388,000","$7,499",$972/mo,"2,282",Apartment for sale,"$2,300","$1,312,187"
"For sale by owner, 19940 34th Ave, Flushing, NY 11358, $775,000",https://www.greatschools.org/school?id=02527&state=NY,Ps 159,9,"$3,724",https://www.greatschools.org/school?id=02524&state=NY,Ms 158 Marie Curie,5,$0/mo,https://www.zillow.com/homedetails/19940-34th-Ave-Flushing-NY-11358/32059713_zpid/,Office manager,,https://www.greatschools.org/school?id=02524&state=NY,Ms 158 Marie Curie,9,2,3,"$775,000","$5,846",$543/mo,"1,800",For sale by owner,"$2,600","$762,457"
"Condo for sale, 24008 70th Ave # B, Douglaston, NY 11362, $598,000",https://www.greatschools.org/school?id=02668&state=NY,Ps 221 The North Hills School,10,"$2,873",https://www.greatschools.org/school?id=02252&state=NY,Jhs 67 Louis Pasteur,5,$0/mo,https://www.zillow.com/homedetails/24008-70th-Ave-B-Douglaston-NY-11362/2088460187_zpid/,Yuk  Chan,(718) 353-8818,https://www.greatschools.org/school?id=02252&state=NY,Jhs 67 Louis Pasteur,8,2,3,"$598,000",,$419/mo,"1,100",Condo for sale,"$2,700","$576,521"
"Apartment for sale, 5161 Manilla St, Flushing, NY 11373, $1,788,000",https://www.greatschools.org/school?id=02351&state=NY,Ps 102 Bayview,8,"$8,835",https://www.greatschools.org/school?id=02023&state=NY,Newtown High School,,$0/mo,https://www.zillow.com/homedetails/5161-Manilla-St-Flushing-NY-11373/31983923_zpid/,Meiling Tang,(917) 624-4772,https://www.greatschools.org/school?id=02023&state=NY,Newtown High School,3,3,8,"$1,788,000","$10,299","$1,252/mo","2,836",Apartment for sale,"$2,300/mo","$1,684,419"
"Co-op for sale, 3975 56th St APT 2J, Woodside, NY 11377, $200,000",https://www.greatschools.org/school?id=02506&state=NY,Ps 152 Gwendolyn N Alleyne School,8,"$1,416",https://www.greatschools.org/school?id=02053&state=NY,Is 10 Horace Greeley,3,$410/mo,https://www.zillow.com/homedetails/3975-56th-St-APT-2J-Woodside-NY-11377/245478392_zpid/,Christopher Desilva,(347) 731-3516,https://www.greatschools.org/school?id=02053&state=NY,Is 10 Horace Greeley,7,1,Studio,"$200,000","$121,011",$140/mo,"39,860",Co-op for sale,"$1,775","$195,775"
"Apartment for sale, 21-16 35th St APT 2C, Astoria, NY 11105, $370,000",https://www.greatschools.org/school?id=02300&state=NY,Ps 85 Judge Charles Vallone,8,"$2,712",https://www.greatschools.org/school?id=02472&state=NY,Is 141 The Steinway,2,$900/mo,https://www.zillow.com/homedetails/21-16-35th-St-APT-2C-Astoria-NY-11105/245413888_zpid/,Marius R. Lukas,(631) 507-1250,https://www.greatschools.org/school?id=02472&state=NY,Is 141 The Steinway,9,1,2,"$370,000","$1,867,944",$259/mo,740,Apartment for sale,"$2,200/mo",
"House for sale, 10112 23rd Ave, Flushing, NY 11369, $800,000",https://www.greatschools.org/school?id=02428&state=NY,Ps 127 Aerospace Science Magnet,6,"$3,844",https://www.greatschools.org/school?id=02805&state=NY,William Cullen Bryant High School,,$0/mo,https://www.zillow.com/homedetails/10112-23rd-Ave-Flushing-NY-11369/94720855_zpid/,Mobassera Prodhan,(718) 899-7000,https://www.greatschools.org/school?id=02805&state=NY,William Cullen Bryant High School,3,4,4,"$800,000","$6,461",$560/mo,"1,400",House for sale,"$2,500","$775,558"
"House for sale, 4025 Utopia Pkwy, Flushing, NY 11358, $850,000",https://www.greatschools.org/school?id=02527&state=NY,Ps 159,9,"$4,084",https://www.greatschools.org/school?id=02524&state=NY,Ms 158 Marie Curie,6,$0/mo,https://www.zillow.com/homedetails/4025-Utopia-Pkwy-Flushing-NY-11358/32045458_zpid/,XUE GAO,(718) 445-6789,https://www.greatschools.org/school?id=02524&state=NY,Ms 158 Marie Curie,9,3,5,"$850,000","$6,694",$595/mo,"1,700",House for sale,"$2,600/mo","$823,161"
"Apartment for rent, 3223 35th St APT 4R, Astoria, NY 11106, $2,500/mo",https://www.greatschools.org/school?id=02548&state=NY,Ps 166 Henry Gradstein,8,,https://www.greatschools.org/school?id=02633&state=NY,Is 204 Oliver W Holmes,2,,https://www.zillow.com/homedetails/3223-35th-St-APT-4R-Astoria-NY-11106/2111664592_zpid/,Christopher Palmisano,(917) 578-7165,https://www.greatschools.org/school?id=02633&state=NY,Is 204 Oliver W Holmes,5,1,2,"$2,500/mo",,,800,Apartment for rent,,"$2,600/mo"
"House for sale, 13441 59th Ave, Flushing, NY 11355, $1,080,000",https://www.greatschools.org/school?id=02404&state=NY,Ps 120,7,"$5,336",https://www.greatschools.org/school?id=01993&state=NY,Is 237,3,$0/mo,https://www.zillow.com/homedetails/13441-59th-Ave-Flushing-NY-11355/32063808_zpid/,Lucy Lu,(718) 898-8300,https://www.greatschools.org/school?id=01993&state=NY,Is 237,8,2,3,"$1,080,000","$6,246",$756/mo,"1,700",House for sale,"$2,400","$1,001,859"
"Apartment for rent, 2338 31st Rd # 2, Astoria, NY 11106, $1,700/mo",https://www.greatschools.org/school?id=07744&state=NY,Ps 234,5,,https://www.greatschools.org/school?id=02424&state=NY,Albert Shanker School For Visual And Performing Ar,2,,https://www.zillow.com/homedetails/2338-31st-Rd-2-Astoria-NY-11106/2086619135_zpid/,Michael J. Marimon,(347) 610-5709,https://www.greatschools.org/school?id=02424&state=NY,Albert Shanker School For Visual And Performing Ar,6,1,1,"$1,700/mo",,,--,Apartment for rent,,
"Apartment for rent, 4728 39th St # 1, Sunnyside, NY 11104, $2,400/mo",https://www.greatschools.org/school?id=02624&state=NY,Ps 199 Maurice A Fitzgerald,6,,https://www.greatschools.org/school?id=02422&state=NY,Is 125 Thomas J Mccann Woodside,4,,https://www.zillow.com/homedetails/4728-39th-St-1-Sunnyside-NY-11104/2081455021_zpid/,Brian Rainey,(646) 520-8945,https://www.greatschools.org/school?id=02422&state=NY,Is 125 Thomas J Mccann Woodside,8,1,2,"$2,400/mo",,,750,Apartment for rent,,
"Co-op for sale, 6636 Yellowstone Blvd APT 29D, Forest Hills, NY 11375, $849,000",https://www.greatschools.org/school?id=02567&state=NY,Ps 175 The Lynn Gross Discovery School,7,"$5,767",https://www.greatschools.org/school?id=02523&state=NY,Jhs 157 Stephen A Halsey,5,"$1,688/mo",https://www.zillow.com/homedetails/6636-Yellowstone-Blvd-APT-29D-Forest-Hills-NY-11375/245400922_zpid/,Lily Tran,(917) 279-0177,https://www.greatschools.org/school?id=02523&state=NY,Jhs 157 Stephen A Halsey,8,3,3,"$849,000","$1,039,915",$594/mo,"1,600",Co-op for sale,"$2,300","$819,919"
"For Rent, 3353 82nd St, Jackson Heights, NY, Price not available",,,,,,,,,https://www.zillow.com/b/3353-82nd-st-jackson-heights-ny-5YHNtG/,,,,,,"$2,850","$2,700",,,,"$4,000",For Rent,,
"New construction, 712 125th St, Flushing, NY, $799,500",,,,,,,,,https://www.zillow.com/homedetails/712-125th-St-Flushing-NY-11356/32021621_zpid/,,,,,,3,5,"$799,500",,,"1,260",New construction,,
"House for sale, 122-09 Metropolitan Ave, Kew Gardens, NY 11415, $899,000",https://www.greatschools.org/school?id=02342&state=NY,Ps 99 Kew Gardens,7,"$4,320",https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,3,$0/mo,https://www.zillow.com/homedetails/122-09-Metropolitan-Ave-Kew-Gardens-NY-11415/32117124_zpid/,Yaakov Richter,(347) 254-9633,https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,8,3,4,"$899,000","$7,763",$629/mo,"4,117",House for sale,"$2,400/mo","$872,345"
"Co-op for sale, 4465 Kissena Blvd # 6A, Flushing, NY 11355, $460,000",https://www.greatschools.org/school?id=02098&state=NY,Ps 24 Andrew Jackson,9,"$2,253",https://www.greatschools.org/school?id=01993&state=NY,Is 237,3,$0/mo,https://www.zillow.com/homedetails/4465-Kissena-Blvd-6A-Flushing-NY-11355/2100350965_zpid/,Chong G (Jeff ) You,(718) 886-7001,https://www.greatschools.org/school?id=01993&state=NY,Is 237,9,2,3,"$460,000",,$322/mo,500,Co-op for sale,"$2,350","$443,197"
"House for sale, 6312 53rd Dr, Flushing, NY 11378, $799,000",https://www.greatschools.org/school?id=02681&state=NY,Ps 229 Emanuel Kaplan,8,"$3,839",https://www.greatschools.org/school?id=02271&state=NY,Is 73 The Frank Sansivieri Intermediate School,3,$0/mo,https://www.zillow.com/homedetails/6312-53rd-Dr-Flushing-NY-11378/31981303_zpid/,Joseph Crifasi,(718) 821-5999,https://www.greatschools.org/school?id=02271&state=NY,Is 73 The Frank Sansivieri Intermediate School,8,1,3,"$799,000","$5,899",$559/mo,"1,364",House for sale,"$2,300",
"House for sale, 1746 Starr St, Flushing, NY 11385, $930,000",https://www.greatschools.org/school?id=02289&state=NY,Ps 81 Jean Paul Richter,5,"$4,595",https://www.greatschools.org/school?id=02322&state=NY,Is 93 Ridgewood,2,$0/mo,https://www.zillow.com/homedetails/1746-Starr-St-Flushing-NY-11385/32008152_zpid/,Marek Sobolewski,Source: StreetEasy,https://www.greatschools.org/school?id=02322&state=NY,Is 93 Ridgewood,7,2,3,"$930,000","$5,590",$651/mo,"2,500",House for sale,"$2,595","$896,189"
"Co-op for sale, 3775 64th St APT 52, Woodside, NY 11377, $499,999",https://www.greatschools.org/school?id=02506&state=NY,Ps 152 Gwendolyn N Alleyne School,8,"$2,449",https://www.greatschools.org/school?id=02053&state=NY,Is 10 Horace Greeley,3,$0/mo,https://www.zillow.com/homedetails/3775-64th-St-APT-52-Woodside-NY-11377/79739290_zpid/,Guohua Lin,(718) 355-8788,https://www.greatschools.org/school?id=02053&state=NY,Is 10 Horace Greeley,7,1,3,"$499,999",--,$350/mo,950,Co-op for sale,"$2,075/mo","$490,209"
"Co-op for sale, 10230 66th Rd APT 25E, Forest Hills, NY 11375, $325,000",https://www.greatschools.org/school?id=02567&state=NY,Ps 175 The Lynn Gross Discovery School,7,"$1,592",https://www.greatschools.org/school?id=02523&state=NY,Jhs 157 Stephen A Halsey,5,$0/mo,https://www.zillow.com/homedetails/10230-66th-Rd-APT-25E-Forest-Hills-NY-11375/296672261_zpid/,Wilson Anthony Rodas,(516) 575-7500,https://www.greatschools.org/school?id=02523&state=NY,Jhs 157 Stephen A Halsey,9,1,1,"$325,000",,$228/mo,--,Co-op for sale,"$2,050/mo","$315,599"
"House for sale, 166 Beach 142 St, Neponsit Ny, NY 11694, $1,850,000",https://www.greatschools.org/school?id=02388&state=NY,Ps Ms 114 Belle Harbor,7,"$9,141",https://www.greatschools.org/school?id=08330&state=NY,Scholars  Academy,,$0/mo,https://www.zillow.com/homedetails/166-Beach-142-St-Neponsit-Ny-NY-11694/2081812926_zpid/,Geri Lipsman,(347) 260-3891,https://www.greatschools.org/school?id=08330&state=NY,Scholars  Academy,9,7,6,"$1,850,000",,"$1,295/mo","3,226",House for sale,"$2,950","$1,692,520"
"House for sale, 7728 79th Pl, Glendale, NY 11385, $629,000",https://www.greatschools.org/school?id=02402&state=NY,I.S. 119 the Glendale,8,"$3,022",https://www.greatschools.org/school?id=01968&state=NY,Grover Cleveland H.S.,,$0/mo,https://www.zillow.com/homedetails/7728-79th-Pl-Glendale-NY-11385/32017814_zpid/,Dave Pastorini,(718) 326-3900,https://www.greatschools.org/school?id=01968&state=NY,Grover Cleveland H.S.,3,3,3,"$629,000","$5,097",$440/mo,"1,900",House for sale,"$2,500/mo","$612,734"
"Co-op for sale, 4040 203rd St APT 3B, Bayside, NY 11361, $229,998",,,,,,,,,https://www.zillow.com/homedetails/4040-203rd-St-APT-3B-Bayside-NY-11361/245367476_zpid/,,,,,,1,Studio,"$229,998",,,500,Co-op for sale,,
"Foreclosure, 10814 37th Ave, Flushing, NY 11368, $637,000",https://www.greatschools.org/school?id=02479&state=NY,Ps 143 Louis Armstrong,3,"$3,061",https://www.greatschools.org/school?id=02236&state=NY,Is 61 Leonardo Da Vinci,3,$0/mo,https://www.zillow.com/homedetails/10814-37th-Ave-Flushing-NY-11368/31971581_zpid/,Kenny Kissoon,(718) 846-2400,https://www.greatschools.org/school?id=02236&state=NY,Is 61 Leonardo Da Vinci,5,2,5,"$637,000","$5,293",$446/mo,"1,610",Foreclosure,"$2,250/mo","$606,190"
"Co-op for sale, 14475 Melbourne Ave APT 3B, Flushing, NY 11367, $149,000",,,,,,,,,https://www.zillow.com/homedetails/14475-Melbourne-Ave-APT-3B-Flushing-NY-11367/245406346_zpid/,,,,,,1,1,"$149,000",,,750,Co-op for sale,,
"Co-op for sale, 16648 17th Rd, Whitestone, NY 11357, $330,000",https://www.greatschools.org/school?id=02647&state=NY,Ps 209 Clearview Gardens,8,"$1,616",https://www.greatschools.org/school?id=02610&state=NY,Jhs 194 William Carr,2,$0/mo,https://www.zillow.com/homedetails/16648-17th-Rd-Whitestone-NY-11357/2114487376_zpid/,Peter Vekiarellis,(516) 575-7500,https://www.greatschools.org/school?id=02610&state=NY,Jhs 194 William Carr,8,1,2,"$330,000",,$231/mo,880,Co-op for sale,"$2,025","$318,583"
"House for sale, 11719 Union Tpke, Flushing, NY 11375, $1,488,000",https://www.greatschools.org/school?id=02349&state=NY,Ps 101 School In The Gardens,9,"$7,352",https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,5,$0/mo,https://www.zillow.com/homedetails/11719-Union-Tpke-Flushing-NY-11375/32005798_zpid/,Mitra Mirjani,(516) 498-1800,https://www.greatschools.org/school?id=02599&state=NY,Jhs 190 Russell Sage,8,3,5,"$1,488,000","$10,063","$1,042/mo","2,596",House for sale,"$2,700","$1,115,388"
"House for sale, 11173 43rd Ave, Corona, NY 11368, $580,000",https://www.greatschools.org/school?id=02479&state=NY,Ps 143 Louis Armstrong,3,"$2,787",https://www.greatschools.org/school?id=02236&state=NY,Is 61 Leonardo Da Vinci,3,$0/mo,https://www.zillow.com/homedetails/11173-43rd-Ave-Corona-NY-11368/31976735_zpid/,Eric Ramme,(347) 746-4598,https://www.greatschools.org/school?id=02236&state=NY,Is 61 Leonardo Da Vinci,5,2,4,"$580,000","$6,318",$406/mo,"1,061",House for sale,"$2,100/mo","$555,535"
"House for sale, 11325 204th St, Jamaica, NY 11412, $300,000",https://www.greatschools.org/school?id=02455&state=NY,Ps 136 Roy Wilkins,4,"$1,470",https://www.greatschools.org/school?id=02605&state=NY,Is 192 The Linden,3,$0/mo,https://www.zillow.com/homedetails/11325-204th-St-Jamaica-NY-11412/32157871_zpid/,Mike Kaheni,(718) 850-6000,https://www.greatschools.org/school?id=02605&state=NY,Is 192 The Linden,3,1,3,"$300,000","$4,230",$210/mo,"1,360",House for sale,"$2,500/mo","$496,657"
"Co-op for sale, 1040 Neilson St APT 5M, Far Rockaway, NY 11691, $195,000",https://www.greatschools.org/school?id=08439&state=NY,PS 253,4,"$2,276",https://www.greatschools.org/school?id=01977&state=NY,Ms 53 Brian Piccolo,3,"$1,295/mo",https://www.zillow.com/homedetails/1040-Neilson-St-APT-5M-Far-Rockaway-NY-11691/2132918305_zpid/,Mazen Farnesa,(718) 391-0252,https://www.greatschools.org/school?id=01977&state=NY,Ms 53 Brian Piccolo,3,2,3,"$195,000",,$137/mo,"1,067",Co-op for sale,"$2,350/mo",
